,Ratings,Full_review
29724,4,Excellent camera with this price range I have 4 star because of its video function while shifting focus there is no smooth transition Works well with kit lens Insta id priya_kavitamil Check my photos there
29725,5,Best camera
29726,5,Awsome product cameras pixcels and zoom is so impressive
29727,5,Mid Range beast😉
29728,5,5 star ⭐ all overall
29729,4,Good dslr
29730,5,"Using it for nearly 3years. A very good camera. Bit overpriced for that time i.e. Rs.60,000. But 2 nice lenses i.e. 18-55 and 70-300 Changing them for quick photography is a task. As you never know which lens you may need. 70-300 gives you great pictures. I always intend to use it only. Most of my shots are shot by it. 18-55 is used for close and wide shoot. 1 main disadvantage is that remote can't be connected to this camera. Some problems I also have with the snapbridge application. As it i..."
29731,5,Just fantastic...
29732,4,Awesome product by nikon
29733,5,Very nice
29734,5,Nikon camera is ultimate
29735,4,It's a lovely camera. But have to explore it further...
29736,5,nikon d5600 18 140mm used so beautiful dslr
29737,5,Captured by 70-300 lens..Superb pic quality ..Liked the delivery of flipkart and this product is worth to buy for the persons who wants a decent quality picture..Value for money.. 🙂🙂
29738,5,Worth buy for bigginer
29739,5,Good
29740,5,"Camera is nice, durable, effective and lens is also heavy. Also picture quality is good. But there is no any class 10 sd card inside the box though seller and Flip Cart describe in camera heading line about the 16 GB SD card. Don't say about the carry case (Camera bag) but I received it in the pack. But Nikon India says no sd card inside the box. It may be purchased separately. Altogether I see the scripts that both 16GB SD Card and CARRY CASE are included inside the box by probably seller o..."
29741,5,Nice camera and good picture quality awesome
29742,5,Super
29743,4,Good dslr
29744,4,Good
29745,3,"Early i face flash problem, rest ok"
29746,4,Nice one..
29747,3,Best quality..... I am happy but delivered so let... But very happy
29748,4,Good
29749,5,Camera is good but the free memory card was worst I have ever seen. After 1 week the memory card was stop working automatically and all my memorable pictures gone. If you want to give memory card then choose some good quality product otherwise don't.
29750,5,Very sharp pictures
29751,5,Nice Camera.
29752,5,Superb quality
29753,5,Absolute stunner 💯💯
29754,5,Nice camera in 50k
29755,5,Great product
29756,4,Good
29757,5,Nice camera
29758,5,Had slight delay in delivery cause of the big billion but still a great product & i am very pleased. Attaching some first clicks...& i am a rookie . So you can understand
29759,5,"It looks stunning, though not used much, yet the picture and video quality is very good. I had Nikon D 5200 earlier, this Nikon D 5600 is for better. Since it has ISO to the extent of higher than 25000, it's video quality is excellent in low light. I am satisfied. Thanks Flipkart."
29760,5,Go for it. Thank you Flipkart
29761,5,Wonderful DSLR 📷Is very beautiful
29762,3,The camera is very nice but the Flipkart service is very bad.
29763,5,Excellent
29764,5,I don't get memory card with it
29765,5,Excellent
29766,5,Its amazing
29767,5,"Nice picture quality, compact and value for money"
29768,4,"Nice product , Excellent"
29769,5,So sweet 😍🥰 nice Nikon D56000 camera 👌👌
29770,4,Good product brought in Diwali sale compared to normal got with grate discount Shot lens in low light pictures calrty is dull The quality is of photos is good in when the lighting is good
29771,5,Value for money ..
29772,5,Delivered before scheduled time but the package was so cheap and brokened. Inside the box all was safe and good condition. I like it .
29773,5,Good quality .....👌
29774,5,Best entry level dslr
29775,5,Thanks to Flipkart for very fast delivery. It was My first DSLR camera. Camera is awesome . Easy to use
29776,5,Beautiful camera
29777,4,Nice
29778,5,Perfect shot....
29779,5,GREAT PRICING
29780,5,Excellent product Camera quality very good
29781,5,Perfect . .delivery also vry nicely packed...delivery person is so nice
29782,5,It's osm product and i jst git it on price 47 thousand
29783,5,Thanks
29784,3,"Go for 1.8mm lens also, it is unable to capture images with good quality while there is a motion."
29785,4,Nice
29786,5,Nice Namera Nikon
29787,5,Outstanding camera.
29788,5,excellent product.. but have to learn lot of photography to use it. auto mode is for now is what been used and photos are aamazing
29789,4,Overall good price in big bilion sell time.best camera for bignner photographer.
29790,5,Superb camera and the lens produce good quality images. Very satisfied with the purchase
29791,5,Best camera
29792,5,Very nice product and best service by flipcart
29793,4,Late delivery but the product is awesome
29794,5,Its amazing
29795,3,Delivered before time but on Day 15. Quality is okay. Packing also okay.
29796,5,Asomose images quality nikon d5699 i love it
29797,5,Nice good
29798,5,best camera..
29799,5,all very well. But it does not have a memory card.
29800,5,Good one for beginners
29801,5,"Nice one, very Happy"
29802,5,Super ❤️❤️😚😝😝😝
29803,5,Excellent
29804,5,Just love this camera
29805,4,Awesome 🤗😍😍
29806,4,Nice
29807,5,Best camera 📸 forever ❣️
29808,5,This is the best camera of this segment. I purchased it 44000 at bbs.
29809,5,Nice
29810,5,Excellent product thank you for delivered safely
29811,5,Good
29812,3,Cemera is best results
29813,5,Nice camera
29814,4,Nice
29815,5,Best Dslr
29816,5,No doubt about the quality of the camera... Flipkart delivered very fast... Needed delivery within three days.... delivered within two days
29817,3,"The Nikon camera was good Pack, but there is no software CD inside n deta transfer cabe also if thay provide with this then I will be very happy, Focus problem is there in 18-55 leans. Other wise it's nice"
29818,5,"One of the best camera for beginners. Picture quality is awesome. Easy to handle. If your budget is within 50k, then just go for it."
29819,5,Awesome
29820,5,Osm product.
29821,5,Best product. Happy after buying
29822,5,DSLR camera is superb ?? Nice picture are clicking ???
29823,4,V good 👍
29824,5,Best delivery man ever met
29825,5,Awesome
29826,4,Superb camera click fully HD photos and videos beautifulL
29827,5,Very nice product
29828,5,Great Camera for entry level
29829,5,Good product. I am satisfied
29830,5,I love Flipkart
29831,5,Best 👍
29832,4,Nyc product
29833,5,This is really very good chemra for this price. And lovely pic quality. Thank u so much #Flipkart
29834,5,I love this dslr ...
29835,5,Awesome product in comfort prices thanx flipkart😊
29836,4,Product is delivered timely and the behaviour of delivery boy was impressive. Thank You Flipkart always stay with us.
29837,5,It’s nice product with in reasonable budget. Camera quality is good as well as features
29838,5,1-Packing was very good and no damage 2-Safe delivery 3-Look of the camera is awesome 4-Fantastic quality of output This is my first DSLR I bought during the big billion days..I am happy...
29839,5,I just love it.
29840,5,Osm dslr
29841,4,"Good cam but weight on heavy side,not very comfortable for regular use, excellent picture quality."
29842,5,"Amazing DSLR under 50k.. Received from Seller called CORCECA.. Packing was very good! Along with Dslr with two lens, they gave a nikon bag and a 16Gb Memory card. I want to give you ppl a clarity abt what camera to be taken.. After my research Nikon d5600 dslr is best for photography! Compared to canon.. Canon is for videography since it has Dual pixel auto focus which gives us cinematic focus..  If your main Concept is for Photography only.. Just Go for it.. No doubts it was amazing! N..."
29843,5,"Good for biginers, this is my first DSLR camera and I liked it!!."
29844,5,"Nikon D5600 is my first DSLR camera... it's is superb camera... but I took time to understanding all features,"
29845,5,Good quality
29846,5,I love this product
29847,5,Super 💕
29848,4,Good
29849,4,Great camera but didn't get the headset with it
29850,4,Good product in this price
29851,5,Awesome product..and 5 star for Flipkart fast delivery and packing
29852,5,Good
29853,5,Super
29854,5,Good product
29855,5,Product is good. Quality with 18-55 lens is not so good in low light but with 70-300 it's epic
29856,5,Best camera for u
29857,5,"Product is good, there was a glitch on the last stage of delivery. Got my delivery cancelled for the day twice after getting a text 'Out for delivery', just because two delivery executives had developed some confusion between them about the responsibility of delivery of my shipment. At last, I had to travel 50km up down to pick it up myself from a flipkart facility. Hoping for more professionalism for my next delivery that is scheduled for tomorrow."
29858,5,Awesome product
29859,5,Excellent product
29860,4,In comparison to canon 200dii....nikon d5600 is the best in photography than 200dii. but in video department 200dii is the best. If your main priority is photography go for d5600 which have better auto focus points and colour depth
